순번,학기,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,소속,강의실,시간표(교시),시간표(시간),교시유형,학점,시수,이론,실습,정원,수강,수강(남),수강(여),재수강,수업구분,수업유형,집중이수제,성적평가,원어강의,원어강의구분,원어강사료지급,캡스톤디자인,수강대상,수업방법,비고
2207,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560042,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,김미향,기초교육원,제19호관 융합자유전공대학·국제교류관-107 강의실[19-107], [19-107:화(7)(8)(9)], [19-107:화(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,36,19,17,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2208,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560043,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,윤숙,기초교육원,제19호관 융합자유전공대학·국제교류관-108 강의실[19-108], [19-108:화(7)(8)(9)], [19-108:화(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,36,17,19,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2209,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560044,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,박보연,기초교육원,제12호관 컨벤션센터-406 강의실(소)-3[12-406], [12-406:화(7)(8)(9)], [12-406:화(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),2,3,1,2,36,36,15,21,0,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"자유전공학부,자유전공학부(인문),자유전공학부(자연)",,[자유전공학부]
2210,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012560045,AI시대의글쓰기이론과실제,Theory of Practice of Writing in the Age of AI,양근용,기초교육원,제12호관 컨벤션센터-401 영어랩실[12-401], [12-401:화(야1)(야2)(야3)], [12-401:화(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),2,3,1,2,36,16,9,7,5,일반과목,이론실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,"경제(야),무역(야),기계(야),전자(야),산경(야),컴퓨터(야)",,"[경제(야),무역(야),기계(야),전자(야),산경(야),컴퓨터(야)]"
2211,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561001,AI사고와데이터리터러시,AI Thinking and Data Literacy,추교남,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:월(1)(2)], [04-101:월(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,33,16,17,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,영문,,[영문]
2212,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561002,AI사고와데이터리터러시,AI Thinking and Data Literacy,이경숙,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:월(1)(2)], [04-102:월(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,26,12,14,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,영문,,[영문]
2213,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561003,AI사고와데이터리터러시,AI Thinking and Data Literacy,추교남,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:월(4)(5)], [04-101:월(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,35,10,25,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"국문,불문",,"[국문,불문]"
2214,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561004,AI사고와데이터리터러시,AI Thinking and Data Literacy,이경숙,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:월(4)(5)], [04-102:월(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,35,16,19,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"국문,불문",,"[국문,불문]"
2215,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561005,AI사고와데이터리터러시,AI Thinking and Data Literacy,추교남,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:월(7)(8)], [04-101:월(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,35,34,13,21,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"독문,일문,일본지역문화",,"[독문,일본지역문화]"
2216,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561006,AI사고와데이터리터러시,AI Thinking and Data Literacy,이경숙,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:월(7)(8)], [04-102:월(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,35,34,16,18,2,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"독문,일문,일본지역문화",,"[독문,일본지역문화]"
2217,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561007,AI사고와데이터리터러시,AI Thinking and Data Literacy,이선아,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:화(1)(2)], [04-101:화(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,35,8,27,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,중국,,[중국]
2218,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561008,AI사고와데이터리터러시,AI Thinking and Data Literacy,석진원,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:화(1)(2)], [04-102:화(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,21,14,7,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,중국,,[중국]
2219,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561009,AI사고와데이터리터러시,AI Thinking and Data Literacy,이선아,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:화(4)(5)], [04-101:화(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,35,13,22,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"사회복지,문헌정보",,"[사회복지,문헌정보]"
2220,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561010,AI사고와데이터리터러시,AI Thinking and Data Literacy,석진원,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:화(4)(5)], [04-102:화(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,34,14,20,4,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"사회복지,문헌정보",,"[사회복지,문헌정보]"
2221,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561011,AI사고와데이터리터러시,AI Thinking and Data Literacy,황태준,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:화(7)(8)], [04-101:화(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,36,36,10,26,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"신방,미디어커뮤니케이션,창의인재개발",,"[미디어커뮤니케이션,창의인재개발]"
2222,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561012,AI사고와데이터리터러시,AI Thinking and Data Literacy,석진원,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:화(7)(8)], [04-102:화(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,35,34,11,23,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"신방,미디어커뮤니케이션,창의인재개발",,"[미디어커뮤니케이션,창의인재개발]"
2223,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561013,AI사고와데이터리터러시,AI Thinking and Data Literacy,이선아,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:수(1)(2)], [04-101:수(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,35,12,23,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"조형예술,한국화,서양화,공연예술",,"[조형예술,공연예술]"
2224,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561014,AI사고와데이터리터러시,AI Thinking and Data Literacy,김영직,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:수(1)(2)], [04-102:수(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,31,12,19,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"조형예술,한국화,서양화,공연예술",,"[조형예술,공연예술]"
2225,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561015,AI사고와데이터리터러시,AI Thinking and Data Literacy,황태준,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:금(4)(5)], [04-101:금(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,34,3,31,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,디자인,,[디자인]
2226,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561016,AI사고와데이터리터러시,AI Thinking and Data Literacy,김종탁,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:금(4)(5)], [04-102:금(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,31,9,22,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,디자인,,[디자인]
2227,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561017,AI사고와데이터리터러시,AI Thinking and Data Literacy,김영직,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:수(7)(8)], [04-101:수(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,35,35,29,6,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"체육,스포츠과학",,[스포츠과학]
2228,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561018,AI사고와데이터리터러시,AI Thinking and Data Literacy,김종탁,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:수(7)(8)], [04-102:수(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,35,34,26,8,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"체육,스포츠과학",,[스포츠과학]
2229,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561019,AI사고와데이터리터러시,AI Thinking and Data Literacy,김백현,기초교육원,제4호관 BM컨텐츠관-105 전산실습실-2[04-105], [04-105:목(1)(2)], [04-105:목(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,40,39,25,14,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"도시건축,건축학,건축공학,도시건축학",,[도시건축]
2230,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561020,AI사고와데이터리터러시,AI Thinking and Data Literacy,이슬비,도시건축학부,제4호관 BM컨텐츠관-104 전산실습실-1[04-104], [04-104:목(1)(2)], [04-104:목(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,39,39,23,16,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"도시건축,건축학,건축공학,도시건축학",,[도시건축]
2231,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561021,AI사고와데이터리터러시,AI Thinking and Data Literacy,김백현,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:목(4)(5)], [04-101:목(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,35,21,14,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"국어교육,영어교육,도시행정",,"[국어교육,영어교육,도시행정]"
2232,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561022,AI사고와데이터리터러시,AI Thinking and Data Literacy,김종탁,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:목(4)(5)], [04-102:목(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,35,16,19,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"국어교육,영어교육,도시행정",,"[국어교육,영어교육,도시행정]"
2233,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561023,AI사고와데이터리터러시,AI Thinking and Data Literacy,김백현,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:목(7)(8)], [04-101:목(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,37,36,14,22,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"일어교육,역사교육,윤리교육",,"[일어교육,역사교육,윤리교육]"
2234,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561024,AI사고와데이터리터러시,AI Thinking and Data Literacy,김종탁,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:목(7)(8)], [04-102:목(15:00~15:50)(16:00~16:50)],50분(표준),2,2,2,0,37,37,14,23,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"체육교육,유아교육",,"[체육교육,유아교육]"
2235,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561025,AI사고와데이터리터러시,AI Thinking and Data Literacy,황태준,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:금(1)(2)], [04-101:금(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,24,17,7,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"동북아,동북아국제통상,스마트물류,IBE,동북아,동북아통상,한국통상,중국통상,일본통상",,[동북아]
2236,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561026,AI사고와데이터리터러시,AI Thinking and Data Literacy,김종탁,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:금(1)(2)], [04-102:금(09:00~09:50)(10:00~10:50)],50분(표준),2,2,2,0,35,35,21,14,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,"동북아,동북아국제통상,스마트물류,IBE,동북아,동북아통상,한국통상,중국통상,일본통상",,[동북아]
2237,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561027,AI사고와데이터리터러시,AI Thinking and Data Literacy,김영직,기초교육원,제4호관 BM컨텐츠관-101 전산실습실-3[04-101], [04-101:수(4)(5)], [04-101:수(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,35,25,10,3,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,운동건강,,[운동건강]
2238,2026년 1학기,교양,교양,1,기초교양,학문의기초,0012561028,AI사고와데이터리터러시,AI Thinking and Data Literacy,김종탁,기초교육원,제4호관 BM컨텐츠관-102 전산실습실-4[04-102], [04-102:수(4)(5)], [04-102:수(12:00~12:50)(13:00~13:50)],50분(표준),2,2,2,0,35,35,25,10,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,운동건강,,[운동건강]
2239,2026년 1학기,교양,교양,1,기초교양,학문의기초,XAA1358037,대학수학(1),CALCULUS(1),이윤복,수학과,제5호관 자연과학대학·생명과학기술대학-103 수학과시청각실[05-103]," [05-103:월(1-2A),화(1-2A)]"," [05-103:월(09:00~10:15),화(09:00~10:15)]",75분,3,3,3,0,50,50,25,25,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
2240,2026년 1학기,교양,교양,1,기초교양,학문의기초,XAA1358038,대학수학(1),CALCULUS(1),유성민,수학과,제5호관 자연과학대학·생명과학기술대학-102A 통계처리실[05-102A]," [05-102A:월(1-2A),화(1-2A)]"," [05-102A:월(09:00~10:15),화(09:00~10:15)]",75분,3,3,3,0,50,40,26,14,8,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
